web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1771781300-461","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5333364_uploaded_image1_1747517896.jpg"
"1771781300-462","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","165 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5331651_uploaded_image1_1747411805.jpg"
"1771781300-463","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","850 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5328631_uploaded_image1_1747268349.jpg"
"1771781300-464","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","550 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5321660_uploaded_image1_1746897337.jpg"
"1771781300-465","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1771781300-466","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316327_uploaded_image1_1746631366.jpg"
"1771781300-467","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316323_uploaded_image1_1746631293.jpg"
"1771781300-468","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311454_uploaded_image1_1746381105.jpg"
"1771781300-469","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","600 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311435_uploaded_image1_1746380521.jpg"
"1771781300-470","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","375 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5302025_uploaded_image1_1745854211.jpg"
"1771781300-471","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","375 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5302020_uploaded_image1_1745854071.jpg"
"1771781300-472","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Toubaberr","105 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5271542_uploaded_image1_1744106341.jpg"
"1771781300-473","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","400CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289057_uploaded_image1_1745062997.jpg"
"1771781300-474","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","350CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289055_uploaded_image1_1745062842.jpg"
"1771781300-475","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","80 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288288_uploaded_image1_1744995144.jpg"
"1771781300-476","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288284_uploaded_image1_1744994723.jpg"
"1771781300-477","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5242287_uploaded_image2_1742488655.jpeg"
"1771781300-478","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5234191_uploaded_image1_1742083080.jpg"
"1771781300-479","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228921_uploaded_image1_1741801692.jpg"
"1771781300-480","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228913_uploaded_image1_1741801582.jpg"
"1771781300-481","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","300 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5200965_uploaded_image1_1740410729.jpg"
"1771781300-482","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1771781300-483","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196554_uploaded_image1_1740141524.jpg"
"1771781300-484","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1771781300-485","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187800_uploaded_image1_1739674108.jpg"
"1771781300-486","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187761_uploaded_image1_1739669832.jpg"
"1771781300-487","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187749_uploaded_image1_1739669547.jpg"
"1771781300-488","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum","750 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179072_uploaded_image1_1739195002.jpg"
"1771781300-489","https://sn.coinafrique.com/categorie/moutons?page=1","Bélier","225 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179070_uploaded_image1_1739194872.jpg"
"1771781300-490","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1771781300-491","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1771781300-492","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","375 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1771781300-493","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1771781300-494","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114762_uploaded_image1_1735745550.jpg"
"1771781300-495","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","140 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5090703_uploaded_image1_1734111129.jpg"
"1771781300-496","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","500 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5026510_uploaded_image1_1730734414.jpg"
"1771781300-497","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5026478_uploaded_image1_1730733079.jpg"
"1771781300-498","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","150 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4995716_uploaded_image1_1729028654.jpg"
"1771781300-499","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1771781300-500","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969221_uploaded_image1_1727728659.jpg"
"1771781300-501","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","650 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969219_uploaded_image1_1727728556.jpg"
"1771781300-502","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoume","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4961186_uploaded_image1_1727261381.jpg"
"1771781300-503","https://sn.coinafrique.com/categorie/moutons?page=1","Landoum pur","1 200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4948067_uploaded_image1_1726569636.jpg"
"1771781300-504","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
